measure,location,sex,age,cause,metric,year,val,upper,lower
2,4743,1,27,957,3,2019,102.67204864498828,136.42126360683883,76.25076615762636
2,4743,2,27,957,3,2019,96.77884348124569,127.91936465721902,70.92282296845917
2,4743,1,27,961,3,2019,61.40156173392461,72.3140152444331,53.10615128734538
2,4743,2,27,961,3,2019,51.740263103758984,59.42905467442531,44.62519520834581
2,4743,1,27,962,3,2019,469.6033212359188,545.5155923615631,400.5257251154338
2,4743,2,27,962,3,2019,431.9020226251612,490.9489261887206,372.44863060264277
2,4743,1,27,653,3,2019,599.7014939460349,857.2880706831965,409.15848846547397
2,4743,2,27,653,3,2019,771.5337679682335,1093.0375659988533,524.9359857260923
3,4743,1,27,386,2,2019,0.013118549163665274,0.016153040525269082,0.01033530719792888
3,4743,2,27,386,2,2019,0.012496274214579894,0.015620128230483673,0.009793846378656112
3,4743,1,27,386,3,2019,126.5217258463439,179.30565886874945,82.68973407326247
3,4743,2,27,386,3,2019,146.9851209694652,204.81492361248817,98.16468561742435
3,4743,1,27,410,2,2019,0.01952731852149961,0.02263117340029348,0.016832360700274412
3,4743,2,27,410,2,2019,0.01325564395953765,0.01551365068321334,0.011233021683105516
3,4743,1,27,410,3,2019,187.73806657576873,247.83772879356653,135.74395407163215
3,4743,2,27,410,3,2019,155.63661840142757,205.99451923800456,110.87588979676443
3,4743,1,27,491,2,2019,0.035244549560220925,0.040190065683351886,0.03020340914061832
3,4743,2,27,491,2,2019,0.026281915299360897,0.02987022266984477,0.0227254102982926
3,4743,1,27,491,3,2019,338.7562218956015,442.7875545336429,242.12280340273583
3,4743,2,27,491,3,2019,308.0551336471118,393.95998327545806,222.73770648479754
3,4743,1,27,344,2,2019,0.0010593995344826905,0.0014387195416397495,0.0007822064461770787
3,4743,2,27,344,2,2019,0.0010295358469647694,0.00133891709051455,0.0007750562752536355
3,4743,1,27,344,3,2019,10.165320286332705,14.643930992279492,6.720559200794935
3,4743,2,27,344,3,2019,12.058107736742887,16.617506662591634,8.311238120399102
3,4743,1,27,508,2,2019,0.042010394212468306,0.049012713775844395,0.03542377286521396
3,4743,2,27,508,2,2019,0.03585423466803249,0.04277702076608236,0.029495325176835226
3,4743,1,27,508,3,2019,402.44624601182494,510.99280035960214,306.929340141794
3,4743,2,27,508,3,2019,419.6475382908201,550.4354588844157,309.1352540473624
3,4743,1,27,526,2,2019,0.021229857638496833,0.024895702395422905,0.01819657715286576
3,4743,2,27,526,2,2019,0.02096302135492443,0.025302516394372664,0.017178221883567824
3,4743,1,27,526,3,2019,204.5146778695453,280.8814860540756,146.05544786444395
3,4743,2,27,526,3,2019,246.3848462577468,345.31203073135976,173.38378743686974
3,4743,1,27,688,2,2019,0.016089686199579525,0.017860264104655188,0.014490610386328857
3,4743,2,27,688,2,2019,0.007581759175341907,0.008639999086469357,0.0066488311054982395
3,4743,1,27,688,3,2019,155.05270977773557,208.0160265080469,109.684526219801
3,4743,2,27,688,3,2019,89.13410847886631,118.78509616703553,63.14833229665736
3,4743,1,27,558,2,2019,0.16644134721668108,0.19093617391530576,0.13981557396213914
3,4743,2,27,558,2,2019,0.18303667173002885,0.21215031629578512,0.15163176557713745
3,4743,1,27,558,3,2019,1598.581389755727,2111.306298207611,1175.1004507516382
3,4743,2,27,558,3,2019,2145.796432321613,2836.43155424777,1564.436091594662
3,4743,1,27,626,2,2019,0.17687035654969702,0.20259244642263058,0.15376589285196815
3,4743,2,27,626,2,2019,0.19356786070935608,0.22321793349671754,0.16749358177241566
3,4743,1,27,626,3,2019,1702.2269299329498,2263.523625081586,1214.3679314491412
3,4743,2,27,626,3,2019,2273.5587829209267,3011.3765451319537,1633.656217134083
3,4743,1,27,717,2,2019,0.005493102470238311,0.006269952330037229,0.004814635341407577
3,4743,2,27,717,2,2019,0.003718004509870898,0.004635479463205308,0.0029724958732613516
3,4743,1,27,717,3,2019,52.75695982086153,69.32412551701323,38.22407798360082
3,4743,2,27,717,3,2019,43.33614260715374,55.21418855963391,33.21391287748245
3,4743,1,27,542,2,2019,0.07608633128239406,0.12257806577007782,0.03624553908326323
3,4743,2,27,542,2,2019,0.10304367649472655,0.17876922426262212,0.041641056390490226
3,4743,1,27,542,3,2019,734.9908710297346,1344.3790657480022,330.82495797490066
3,4743,2,27,542,3,2019,1222.9705841035034,2360.4573465576777,460.784096448551
3,4743,1,27,640,2,2019,0.06651381960137596,0.08123657471563843,0.05483228032987307
3,4743,2,27,640,2,2019,0.14308264499626383,0.1685649515530647,0.12019300803386068
3,4743,1,27,640,3,2019,641.644541936388,915.307138231405,433.0204844730106
3,4743,2,27,640,3,2019,1683.875154951098,2337.814564076392,1178.5256029915488
3,4743,1,27,653,2,2019,0.0606979165660581,0.07666070281709804,0.04869702575412943
3,4743,2,27,653,2,2019,0.06443107867823408,0.08228838974549184,0.05024949653401582
3,4743,1,27,653,3,2019,584.5477612212871,840.8559343058008,395.28908888577024
3,4743,2,27,653,3,2019,757.1324307589551,1078.7380140671814,510.0297786679203
3,4743,1,27,696,2,2019,0.09295962639301486,0.11370535327379452,0.07774814751691833
3,4743,2,27,696,2,2019,0.0559492898506998,0.06835690770623198,0.04638449214882137
3,4743,1,27,696,3,2019,896.4976001355041,1288.6700294777063,612.4985100421238
3,4743,2,27,696,3,2019,657.977287544743,934.0408709266438,455.770024088443
3,4743,1,27,973,2,2019,0.056262512654207654,0.06696359641883438,0.04542242614684411
3,4743,2,27,973,2,2019,0.02311943513515508,0.028062789085970177,0.018352705083592772
3,4743,1,27,973,3,2019,540.4639256015154,725.5273435566651,379.6853855241503
3,4743,2,27,973,3,2019,270.854961809502,358.71596996139635,189.012343644698
3,4743,1,27,974,2,2019,0.05778475203114442,0.06646670942117495,0.04998409653521918
3,4743,2,27,974,2,2019,0.039420001256980544,0.04575257562370519,0.03371459088501835
3,4743,1,27,974,3,2019,557.0493352069566,746.12611408468,387.185605304989
3,4743,2,27,974,3,2019,463.60914940204765,630.970101414558,324.5824176580079
3,4743,1,27,669,2,2019,0.052345917647691864,0.06413497350913008,0.04310496160978034
3,4743,2,27,669,2,2019,0.039428332305216515,0.04911335117785077,0.032040377955384725
3,4743,1,27,669,3,2019,504.6995326212518,717.7908432476258,341.7967160927189
3,4743,2,27,669,3,2019,463.58970448982325,649.7106953703164,314.3795853165445
3,4743,1,27,955,2,2019,0.0014790991132638855,0.001957329085535087,0.0011056713823905892
3,4743,2,27,955,2,2019,0.0012766523872288738,0.0019403494548521044,0.0008502881389488163
3,4743,1,27,955,3,2019,14.276567508067416,21.432451375178722,8.860916502500316
3,4743,2,27,955,3,2019,15.000769958558823,24.086673552440065,8.790556967227147
3,4743,1,27,956,2,2019,0.012281897052411834,0.016431233677521577,0.008773527825902972
3,4743,2,27,956,2,2019,0.009541434039731319,0.012946010252148707,0.0066827066390288715
3,4743,1,27,956,3,2019,118.6713680938328,181.56444074229753,72.53529350621844
3,4743,2,27,956,3,2019,112.39699176701988,173.06453282589806,68.21081630799843
3,4743,1,27,957,2,2019,0.008749128254613008,0.010280184839601421,0.007486441831381196
3,4743,2,27,957,2,2019,0.006865794402221558,0.008089191867000602,0.005796764763296012
3,4743,1,27,957,3,2019,84.45944073219172,118.61134725810322,57.377135325208116
3,4743,2,27,957,3,2019,80.89805643867263,113.02356865529426,55.34276383472284
3,4743,1,27,961,2,2019,0.0017079462927562477,0.002022648849071072,0.0014375729241014963
3,4743,2,27,961,2,2019,0.0015055330535419932,0.0017987277089864264,0.0012317351668461524
3,4743,1,27,961,3,2019,16.4819787840744,23.26693115677264,11.348478172117064
3,4743,2,27,961,3,2019,17.721221206656917,24.89114715045767,12.341039437874667
3,4743,1,27,962,2,2019,0.016046492044038563,0.021126693881241932,0.012097239592564403
3,4743,2,27,962,2,2019,0.014551205932002018,0.018873956553232152,0.011047986361800235
3,4743,1,27,962,3,2019,152.28340394899945,187.50593506819493,119.3789199926631
3,4743,2,27,962,3,2019,168.69864726821575,205.9050478523017,134.20277390292392
